,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,country,content_rating,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
620,0,125,151.0,98.0,323.0,390.0,434,1000.0,263,263,586,22264,2763,366,3.0,586,289.0,0,0,3,2002.0,841.0,3.0,2.35,584
621,0,289,92.0,91.0,8.0,298.0,435,349.0,97,264,587,16761,1846,500,1.0,587,277.0,0,0,3,2002.0,324.0,3.6,2.35,391
622,0,290,79.0,97.0,13.0,695.0,436,11000.0,27,124,588,26893,13628,501,0.0,588,126.0,0,0,3,1998.0,893.0,5.8,2.35,815
623,0,291,81.0,95.0,101.0,443.0,437,2000.0,264,265,589,25572,3734,502,0.0,589,123.0,0,0,1,2001.0,509.0,6.2,2.35,2000
625,0,151,261.0,133.0,0.0,301.0,438,26000.0,181,7,590,38983,28129,503,1.0,590,207.0,0,0,3,2015.0,326.0,5.4,2.35,11000
626,0,292,197.0,106.0,14.0,582.0,439,11000.0,111,58,591,72868,12871,64,2.0,591,618.0,0,0,1,2004.0,1000.0,6.1,1.85,0
627,0,293,159.0,116.0,105.0,246.0,440,844.0,172,266,592,31124,1899,504,1.0,592,313.0,0,1,3,2006.0,729.0,4.2,2.35,764
628,0,294,286.0,115.0,101.0,585.0,441,13000.0,265,220,593,177653,15708,505,1.0,593,279.0,0,0,3,2013.0,1000.0,6.7,2.35,34000
629,0,191,156.0,99.0,212.0,182.0,442,576.0,1,267,594,44891,1520,506,0.0,594,202.0,0,0,0,2014.0,358.0,4.2,2.35,12000
630,0,295,176.0,124.0,31.0,497.0,290,11000.0,62,124,595,86504,12556,507,0.0,595,568.0,0,0,0,2002.0,655.0,6.4,2.35,0
631,0,296,293.0,124.0,171.0,10000.0,69,21000.0,75,79,596,184637,52547,508,3.0,596,498.0,0,0,0,2010.0,17000.0,4.9,2.35,29000
632,0,180,141.0,124.0,0.0,580.0,10,22000.0,161,148,597,101899,32871,509,0.0,597,445.0,0,0,3,2001.0,10000.0,6.8,2.35,0
633,0,254,304.0,87.0,275.0,975.0,371,7000.0,221,234,598,385943,11608,510,0.0,598,296.0,0,0,1,2010.0,2000.0,7.7,1.85,31000
634,0,297,40.0,105.0,29.0,97.0,443,584.0,266,268,599,32224,1132,511,1.0,599,62.0,0,0,3,1995.0,220.0,5.6,2.35,617
635,0,298,280.0,125.0,3000.0,3000.0,63,14000.0,149,21,600,117739,30010,512,0.0,600,229.0,0,0,3,2015.0,11000.0,6.4,2.35,30000
636,0,299,180.0,141.0,448.0,334.0,444,614.0,267,269,601,52496,1829,513,2.0,601,172.0,0,10,3,2009.0,451.0,7.2,2.35,29000
637,0,300,125.0,121.0,18.0,776.0,445,1000.0,64,80,602,53970,3986,35,4.0,602,435.0,0,0,0,1999.0,855.0,6.0,1.85,0
638,0,291,237.0,111.0,101.0,681.0,446,966.0,119,270,603,103230,3393,514,3.0,603,143.0,0,0,3,2011.0,919.0,5.9,2.35,10000
639,0,151,209.0,157.0,0.0,680.0,263,14000.0,268,199,604,133526,18216,258,1.0,604,521.0,0,0,3,1999.0,826.0,7.9,2.35,0
641,0,17,238.0,128.0,0.0,135.0,447,29000.0,62,19,605,174248,29824,515,1.0,605,263.0,0,0,3,2008.0,149.0,7.1,2.35,0
643,0,255,393.0,105.0,335.0,911.0,139,3000.0,261,271,606,128629,8281,516,0.0,606,348.0,0,0,3,2012.0,3000.0,5.9,2.35,98000
644,0,219,138.0,113.0,36.0,232.0,448,537.0,113,272,607,88132,1302,517,1.0,607,274.0,0,0,0,1999.0,427.0,6.2,2.35,0
646,0,301,142.0,121.0,38.0,745.0,449,940.0,170,248,608,85720,4230,466,0.0,608,297.0,0,0,0,1998.0,826.0,7.0,2.35,0
647,0,302,90.0,102.0,4.0,112.0,450,14000.0,269,273,609,29285,14625,518,0.0,609,174.0,0,1,0,2007.0,394.0,5.4,2.35,0
648,0,37,219.0,169.0,14000.0,13000.0,81,15000.0,102,32,610,881236,44998,519,2.0,610,2277.0,0,0,3,1998.0,14000.0,8.6,1.85,22000
649,0,303,327.0,132.0,76.0,464.0,139,3000.0,27,274,611,136954,7081,30,1.0,611,346.0,0,0,0,2014.0,3000.0,6.5,2.35,32000
650,0,210,149.0,127.0,278.0,912.0,451,2000.0,270,62,612,158864,5838,520,1.0,612,395.0,0,0,0,2000.0,955.0,6.4,1.37,0
651,0,166,193.0,103.0,77.0,835.0,254,1000.0,28,275,613,328159,5437,521,0.0,613,467.0,0,0,1,2002.0,939.0,7.6,1.85,3000
652,0,304,175.0,136.0,759.0,354.0,93,11000.0,271,124,614,75573,12194,522,1.0,614,662.0,0,0,3,2003.0,599.0,5.5,2.35,4000
653,0,37,538.0,150.0,14000.0,655.0,406,23000.0,243,56,615,197412,25517,523,0.0,615,720.0,0,0,0,2012.0,826.0,7.4,2.35,71000
654,0,42,313.0,136.0,0.0,99.0,452,18000.0,44,60,616,1217752,18563,524,3.0,616,3646.0,0,0,3,1999.0,145.0,8.7,2.35,25000
655,0,80,159.0,140.0,2000.0,552.0,453,15000.0,272,32,617,208817,17171,525,0.0,617,296.0,0,0,1,1995.0,968.0,7.6,2.35,5000
656,0,124,196.0,113.0,719.0,217.0,164,605.0,44,111,203,240241,1441,181,0.0,203,391.0,0,0,3,1990.0,308.0,7.5,1.85,0
657,0,305,80.0,104.0,54.0,775.0,454,901.0,34,276,618,34561,5265,526,0.0,618,116.0,0,0,2,2002.0,857.0,5.5,1.85,1000
658,0,306,488.0,158.0,0.0,11000.0,455,20000.0,214,24,619,243834,46204,27,1.0,619,845.0,0,0,0,2012.0,13000.0,7.6,1.85,144000
659,0,307,153.0,119.0,0.0,744.0,456,15000.0,99,32,620,151812,17768,379,2.0,620,556.0,0,0,1,1998.0,793.0,6.5,1.85,0
660,0,158,173.0,106.0,285.0,105.0,192,8000.0,149,156,621,212499,11264,527,2.0,621,277.0,0,0,3,2008.0,3000.0,6.9,2.35,0
661,0,29,156.0,136.0,258.0,94.0,457,12000.0,273,78,622,135404,12396,528,0.0,622,318.0,0,0,0,1998.0,174.0,6.7,2.35,0
662,0,223,307.0,95.0,480.0,490.0,400,21000.0,191,20,623,272789,23018,529,3.0,623,285.0,0,0,3,2010.0,561.0,6.6,2.35,25000
663,0,308,322.0,137.0,11000.0,465.0,458,769.0,274,277,624,103589,2938,530,0.0,624,351.0,0,0,0,2014.0,698.0,7.2,2.35,35000
664,1,309,169.0,130.0,16000.0,416.0,459,16000.0,2,278,625,60165,17771,531,1.0,625,326.0,0,0,0,2000.0,495.0,6.4,2.35,0
665,0,191,74.0,124.0,212.0,369.0,460,13000.0,2,220,626,96096,15229,532,1.0,626,172.0,0,0,3,1993.0,730.0,6.4,2.35,0
666,0,128,72.0,108.0,610.0,461.0,461,848.0,22,279,627,77390,2913,187,2.0,627,189.0,0,0,3,1996.0,517.0,6.0,2.35,0
667,0,67,86.0,104.0,226.0,577.0,462,13000.0,34,95,628,34473,16452,533,1.0,628,139.0,0,0,1,2000.0,718.0,6.1,1.85,0
668,0,74,242.0,129.0,0.0,625.0,463,12000.0,212,72,629,67395,14421,534,0.0,629,564.0,0,0,0,2006.0,1000.0,6.0,1.85,0
669,0,35,141.0,117.0,179.0,403.0,464,8000.0,256,206,630,61490,12850,535,1.0,630,264.0,0,0,0,2003.0,4000.0,6.4,1.85,0
670,0,310,313.0,99.0,119.0,174.0,465,600.0,119,280,631,213863,1375,536,0.0,631,310.0,0,0,3,2012.0,346.0,6.4,2.35,59000
671,0,311,280.0,159.0,0.0,521.0,466,10000.0,142,54,632,227071,11424,537,1.0,632,1500.0,0,1,3,1999.0,580.0,7.3,1.66,10000
672,0,312,176.0,118.0,87.0,929.0,342,2000.0,275,281,633,24735,4796,538,6.0,633,213.0,0,0,1,2014.0,1000.0,5.2,2.39,16000
673,0,313,279.0,105.0,43.0,523.0,268,10000.0,232,13,634,149337,11943,539,0.0,634,221.0,0,0,3,2015.0,806.0,6.6,1.85,23000
674,0,31,241.0,103.0,368.0,520.0,467,27000.0,100,3,635,147641,29808,540,3.0,635,238.0,0,0,0,2012.0,1000.0,6.3,2.35,18000
675,0,314,185.0,122.0,687.0,957.0,468,16000.0,276,31,636,132954,19764,319,0.0,636,514.0,0,0,3,2004.0,1000.0,5.9,2.35,0
677,0,257,117.0,143.0,0.0,210.0,469,509.0,191,282,637,23940,1409,541,0.0,637,157.0,0,8,3,1998.0,317.0,6.7,2.35,688
678,0,206,239.0,96.0,545.0,974.0,470,14000.0,171,164,638,104831,17913,542,0.0,638,423.0,0,5,3,2012.0,1000.0,5.4,2.35,32000
679,0,206,230.0,111.0,545.0,805.0,370,26000.0,211,34,639,166610,28643,376,4.0,639,211.0,0,0,3,2008.0,872.0,6.4,2.35,0
680,0,191,94.0,121.0,212.0,263.0,471,394.0,181,283,640,60508,1531,543,2.0,640,285.0,0,0,3,1996.0,380.0,6.7,2.35,4000
681,0,315,134.0,135.0,138.0,184.0,472,324.0,62,284,641,49300,1013,544,1.0,641,265.0,0,0,3,2000.0,192.0,6.2,2.35,892
682,0,45,136.0,101.0,4000.0,539.0,148,17000.0,11,211,642,67707,32232,545,0.0,642,202.0,0,0,1,2005.0,14000.0,6.1,1.85,0
683,0,64,315.0,151.0,21000.0,637.0,473,11000.0,256,71,643,1347461,13209,546,2.0,643,2968.0,0,0,3,1999.0,783.0,8.8,2.35,48000
684,0,31,96.0,131.0,368.0,383.0,474,11000.0,277,69,644,46951,12088,547,0.0,644,175.0,0,0,1,2006.0,529.0,7.1,2.35,0
686,0,316,60.0,100.0,36.0,554.0,219,13000.0,114,95,645,43376,15944,325,0.0,645,249.0,0,0,3,1991.0,773.0,5.7,1.85,0
687,0,307,60.0,105.0,0.0,506.0,475,975.0,67,285,646,8560,3580,548,1.0,646,69.0,0,8,3,2000.0,909.0,5.0,1.85,177
688,0,317,308.0,92.0,72.0,568.0,476,623.0,278,286,647,65709,3165,295,0.0,647,194.0,0,4,0,2014.0,593.0,5.1,2.35,15000
689,0,318,127.0,130.0,2000.0,25.0,477,268.0,144,287,648,25474,450,549,0.0,648,138.0,0,1,0,2005.0,85.0,6.9,2.35,0
690,0,301,196.0,100.0,38.0,1000.0,71,3000.0,222,76,649,71202,7048,550,0.0,649,380.0,0,3,0,2005.0,1000.0,4.8,2.35,0
691,1,319,339.0,102.0,436.0,6000.0,248,23000.0,22,56,650,111102,49433,551,3.0,650,239.0,0,0,3,2014.0,13000.0,6.5,1.85,32000
692,0,197,96.0,133.0,521.0,970.0,319,11000.0,279,41,651,17025,16710,552,1.0,651,290.0,0,0,3,1999.0,1000.0,5.1,1.85,295
693,0,320,361.0,121.0,175.0,221.0,478,963.0,280,288,652,134625,2131,553,0.0,652,265.0,0,1,0,2015.0,580.0,7.1,2.35,40000
694,0,169,226.0,147.0,670.0,16.0,479,177.0,281,289,653,190490,253,554,0.0,653,482.0,0,5,3,2006.0,27.0,7.5,2.35,26000
695,0,181,194.0,94.0,116.0,481.0,480,645.0,124,290,654,162909,2725,555,2.0,654,795.0,0,0,0,2002.0,522.0,6.2,2.35,0
696,0,91,138.0,94.0,42.0,668.0,95,12000.0,86,72,655,25681,23365,556,1.0,655,77.0,0,11,1,2009.0,9000.0,6.3,2.35,0
697,0,37,308.0,127.0,14000.0,191.0,481,967.0,80,291,656,613473,2129,557,0.0,656,895.0,0,0,0,1993.0,610.0,8.1,1.85,19000
698,0,304,40.0,212.0,759.0,812.0,482,2000.0,282,174,657,35314,5708,558,0.0,657,145.0,0,0,0,1994.0,925.0,6.6,2.35,0
699,0,115,42.0,141.0,176.0,672.0,483,11000.0,27,41,658,69663,14178,559,1.0,658,133.0,0,0,0,1994.0,913.0,6.9,2.35,0
700,0,321,68.0,103.0,10.0,7.0,484,21.0,13,292,659,11584,58,560,3.0,659,86.0,1,6,3,2015.0,18.0,6.1,2.35,0
701,0,322,78.0,98.0,322.0,723.0,485,979.0,67,140,660,39471,6334,561,1.0,660,187.0,0,0,0,2006.0,862.0,4.3,1.85,0
702,0,62,178.0,116.0,84.0,563.0,21,11000.0,283,69,661,65297,14931,562,0.0,661,602.0,0,8,0,2000.0,919.0,6.6,2.35,0
703,0,323,75.0,114.0,0.0,452.0,461,524.0,99,293,662,43027,2668,563,0.0,662,214.0,0,0,0,1995.0,517.0,6.8,2.35,0
704,0,324,150.0,87.0,12.0,645.0,486,3000.0,284,73,663,43300,6658,173,6.0,663,250.0,0,0,0,2008.0,966.0,3.8,2.35,0
705,0,325,113.0,125.0,11.0,867.0,487,11000.0,25,162,664,38076,14536,564,2.0,664,399.0,0,0,3,2001.0,904.0,5.9,2.35,0
706,0,160,596.0,187.0,16000.0,1000.0,330,46000.0,285,294,665,272839,49912,198,1.0,665,1018.0,0,0,3,2015.0,1000.0,7.9,2.76,114000
707,0,326,191.0,93.0,8.0,970.0,488,8000.0,286,156,666,129995,13232,274,2.0,666,246.0,0,0,0,2007.0,1000.0,6.3,1.85,0
708,0,327,156.0,95.0,25.0,439.0,489,989.0,20,260,667,24089,2558,565,0.0,667,82.0,0,0,1,2011.0,664.0,5.5,1.85,0
709,0,9,460.0,117.0,0.0,447.0,54,18000.0,109,66,668,607235,32360,566,0.0,668,2073.0,0,0,3,2006.0,13000.0,7.7,2.35,13000
710,0,181,141.0,106.0,116.0,708.0,217,22000.0,119,148,669,211296,24938,245,6.0,669,428.0,0,0,0,2004.0,713.0,6.3,1.85,0
711,0,328,180.0,115.0,64.0,664.0,490,2000.0,287,295,670,116681,4811,567,0.0,670,320.0,0,0,1,2008.0,899.0,7.1,2.35,11000
712,0,275,186.0,189.0,0.0,693.0,491,15000.0,288,32,671,782610,17716,568,0.0,671,1377.0,0,0,3,1999.0,745.0,8.5,1.85,30000
714,0,162,161.0,81.0,10.0,397.0,49,925.0,42,151,672,63912,2252,165,0.0,672,251.0,0,0,2,2005.0,729.0,5.8,1.85,912
715,0,64,568.0,149.0,21000.0,625.0,78,835.0,164,296,673,569841,4348,569,0.0,673,1127.0,0,0,3,2014.0,812.0,8.1,2.35,146000
716,0,50,249.0,119.0,218.0,73.0,492,13000.0,79,104,674,407601,13249,570,1.0,674,849.0,0,0,0,2002.0,147.0,7.9,2.35,0
717,0,29,137.0,130.0,258.0,345.0,493,394.0,2,297,675,199025,1784,571,2.0,675,416.0,0,1,0,1995.0,387.0,7.2,2.35,0
718,0,163,113.0,116.0,165.0,475.0,494,577.0,142,298,676,42705,2321,572,0.0,676,274.0,0,0,3,1999.0,501.0,6.3,2.35,885
719,0,106,213.0,103.0,608.0,576.0,495,2000.0,174,299,677,667983,3698,573,1.0,677,877.0,0,0,1,1998.0,617.0,8.1,1.85,18000
720,0,329,120.0,99.0,59.0,145.0,496,770.0,289,173,678,91093,1195,574,2.0,678,353.0,0,0,1,1998.0,263.0,7.0,1.85,0
721,0,272,81.0,92.0,41.0,522.0,451,1000.0,226,300,679,49486,4050,51,1.0,679,116.0,0,0,1,2003.0,955.0,5.5,1.85,886
722,0,320,265.0,109.0,175.0,459.0,497,18000.0,266,146,680,156898,20148,575,1.0,680,172.0,0,0,3,2013.0,497.0,6.7,2.35,22000
723,0,174,105.0,87.0,6.0,405.0,489,3000.0,188,301,681,46031,4171,576,0.0,681,235.0,0,0,1,2001.0,664.0,5.2,1.85,0
724,0,258,155.0,111.0,473.0,82.0,95,26000.0,22,34,682,285623,35084,577,6.0,682,497.0,0,0,0,2003.0,9000.0,7.0,2.35,0
725,0,330,118.0,101.0,30.0,268.0,498,1000.0,119,302,683,85673,2636,578,2.0,683,269.0,0,0,0,2002.0,976.0,6.1,1.85,0
726,0,75,131.0,83.0,35.0,754.0,499,13000.0,28,220,684,124641,25788,579,0.0,684,289.0,0,0,1,1998.0,11000.0,6.6,1.85,0
727,0,331,166.0,113.0,0.0,721.0,500,4000.0,149,200,685,83506,8172,580,6.0,685,144.0,0,0,0,2009.0,722.0,5.5,1.85,0
728,0,156,60.0,107.0,12000.0,695.0,326,10000.0,245,54,686,60476,14006,501,0.0,686,97.0,0,0,0,1990.0,3000.0,5.9,2.35,0
729,0,226,77.0,94.0,163.0,2000.0,501,12000.0,180,303,687,42737,20348,581,6.0,687,128.0,0,0,1,2005.0,3000.0,5.4,2.35,781
730,0,332,249.0,132.0,47.0,240.0,335,988.0,211,304,688,138246,2517,582,0.0,688,360.0,0,0,0,2015.0,960.0,6.4,2.35,24000
731,0,333,213.0,140.0,708.0,745.0,190,11000.0,16,172,689,63493,20440,583,1.0,689,302.0,0,0,0,2010.0,8000.0,5.7,1.85,26000
732,0,24,121.0,125.0,420.0,627.0,346,12000.0,187,72,690,85844,16646,584,1.0,690,322.0,0,0,0,2000.0,3000.0,6.7,2.35,0
733,0,121,315.0,111.0,124.0,357.0,63,13000.0,25,95,691,238916,24928,585,4.0,691,328.0,0,0,0,2010.0,11000.0,7.1,2.35,32000
734,0,74,171.0,156.0,0.0,1000.0,66,14000.0,277,199,692,97047,20761,480,5.0,692,452.0,0,0,3,1999.0,2000.0,6.8,2.35,0
735,0,334,96.0,170.0,0.0,380.0,319,19000.0,290,57,693,32353,20683,586,0.0,693,263.0,0,0,0,1998.0,1000.0,6.5,1.85,0
736,0,151,299.0,120.0,0.0,680.0,98,10000.0,161,54,694,293662,13581,258,0.0,694,836.0,0,0,3,2004.0,851.0,7.6,2.35,0
737,0,159,167.0,100.0,55.0,416.0,502,12000.0,143,130,695,102129,14611,282,4.0,695,432.0,0,0,0,2002.0,1000.0,5.5,2.35,0
738,0,335,125.0,115.0,13.0,579.0,463,2000.0,62,305,696,48753,4496,587,2.0,696,323.0,0,0,0,2004.0,1000.0,6.5,1.85,0
739,0,85,387.0,130.0,188.0,1000.0,326,10000.0,82,54,697,226570,16385,588,2.0,697,448.0,0,0,0,2012.0,3000.0,7.0,2.35,38000
740,0,191,199.0,105.0,212.0,811.0,317,1000.0,211,263,698,99043,3697,589,1.0,698,643.0,0,0,3,1999.0,975.0,5.8,2.35,0
741,0,336,136.0,111.0,197.0,6.0,503,433.0,291,306,699,33158,679,590,0.0,699,223.0,0,0,1,2009.0,208.0,7.3,1.78,0
742,0,143,436.0,106.0,0.0,175.0,504,13000.0,292,104,700,180479,13634,591,4.0,700,411.0,0,0,0,2011.0,240.0,6.6,1.85,42000
743,0,337,73.0,89.0,18.0,226.0,505,658.0,94,307,701,23476,1233,592,0.0,701,181.0,0,0,1,2003.0,257.0,4.4,2.35,858
744,1,268,310.0,100.0,253.0,57.0,506,309.0,293,308,702,143121,647,593,1.0,702,279.0,0,0,1,2009.0,229.0,7.7,1.85,10000
745,0,89,323.0,91.0,0.0,751.0,292,11000.0,220,309,703,163130,13654,594,0.0,703,1264.0,0,0,3,2008.0,946.0,5.0,1.85,6000
746,0,156,171.0,146.0,12000.0,451.0,507,18000.0,27,146,704,266310,20454,595,2.0,704,690.0,0,0,3,2004.0,992.0,7.7,2.35,14000
747,0,338,76.0,98.0,48.0,722.0,0,21000.0,34,20,705,14888,24664,278,0.0,705,83.0,0,0,1,2006.0,936.0,4.4,2.35,747
748,0,223,173.0,101.0,480.0,767.0,329,881.0,67,310,706,120795,3943,596,5.0,706,308.0,0,0,0,2004.0,869.0,6.1,2.35,0
749,0,339,81.0,94.0,32.0,626.0,508,854.0,226,311,707,68406,4530,597,1.0,707,162.0,0,0,1,1996.0,628.0,5.4,1.85,0
750,0,36,242.0,132.0,0.0,160.0,509,366.0,294,312,708,244566,1112,358,1.0,708,597.0,0,0,0,2004.0,334.0,6.8,1.85,0
751,0,340,110.0,115.0,234.0,521.0,510,3000.0,256,213,709,23302,4713,537,1.0,709,181.0,0,0,0,1998.0,552.0,6.5,2.35,1000
752,0,341,328.0,92.0,28.0,586.0,511,10000.0,20,207,710,72287,13597,598,0.0,710,176.0,0,0,1,2012.0,884.0,7.0,2.35,12000
753,0,293,83.0,124.0,105.0,460.0,248,24000.0,250,5,711,88225,38227,599,0.0,711,227.0,0,0,3,1997.0,13000.0,6.3,2.35,0
754,0,128,196.0,119.0,610.0,716.0,133,834.0,116,313,712,89816,3637,600,0.0,712,347.0,0,0,0,2003.0,780.0,6.3,2.35,0
755,0,342,34.0,124.0,50.0,672.0,512,1000.0,16,30,713,11370,3653,559,2.0,713,54.0,0,0,0,1996.0,944.0,6.1,1.85,829
756,0,343,118.0,93.0,18.0,903.0,245,9000.0,20,314,714,31209,13403,10,0.0,714,106.0,0,1,2,2008.0,2000.0,6.1,2.35,0
758,0,344,81.0,98.0,11.0,107.0,513,966.0,140,315,715,61966,2018,601,2.0,715,207.0,0,0,0,2002.0,680.0,5.3,1.85,797
759,0,345,47.0,92.0,14.0,488.0,514,789.0,3,316,716,35918,2318,602,1.0,716,126.0,0,0,3,1995.0,520.0,5.4,1.85,1000
760,0,81,313.0,105.0,0.0,288.0,450,539.0,62,317,717,99035,1411,603,3.0,717,289.0,0,0,0,2014.0,394.0,6.2,2.35,17000
761,0,346,315.0,124.0,737.0,14000.0,433,34000.0,295,36,718,75329,75793,604,3.0,718,256.0,0,0,0,2015.0,22000.0,6.6,1.85,24000
762,0,347,225.0,99.0,24.0,864.0,507,18000.0,27,66,719,69484,20276,605,3.0,719,323.0,0,1,3,2016.0,992.0,5.9,2.35,28000
763,0,348,223.0,116.0,0.0,672.0,515,1000.0,296,318,720,170179,3090,559,0.0,720,656.0,0,0,3,1997.0,720.0,6.3,2.35,0
764,0,259,198.0,124.0,845.0,295.0,516,650.0,181,319,721,256213,1640,606,0.0,721,338.0,0,0,3,2007.0,467.0,7.2,2.35,0
765,0,349,219.0,96.0,7.0,642.0,517,874.0,20,320,722,40883,3151,607,3.0,722,122.0,0,0,1,2014.0,668.0,6.8,1.85,11000
766,0,350,92.0,104.0,165.0,944.0,518,1000.0,187,275,723,55749,4294,608,1.0,723,257.0,0,0,0,1998.0,967.0,6.1,2.35,0
767,0,192,435.0,100.0,97.0,2000.0,218,11000.0,70,124,724,246698,22128,609,0.0,724,471.0,0,4,1,2014.0,8000.0,7.8,2.35,64000
768,0,351,111.0,115.0,11.0,642.0,106,1000.0,124,321,725,51252,4305,610,2.0,725,156.0,0,0,0,2005.0,759.0,5.0,2.35,621
769,0,301,138.0,101.0,38.0,11000.0,356,23000.0,19,33,726,107859,53024,611,0.0,726,569.0,0,0,0,2002.0,18000.0,6.2,2.35,0
770,0,352,415.0,113.0,181.0,300.0,519,33000.0,27,322,727,173530,34738,612,3.0,727,264.0,0,0,3,2013.0,301.0,6.7,2.35,40000
771,0,353,170.0,100.0,11000.0,485.0,286,10000.0,297,323,728,76770,12258,613,2.0,728,203.0,0,0,0,2009.0,1000.0,4.9,1.85,0
772,0,309,306.0,134.0,16000.0,204.0,63,13000.0,298,104,729,124222,24458,614,1.0,729,259.0,0,0,0,2009.0,11000.0,7.4,2.35,23000
774,0,126,211.0,125.0,209.0,896.0,194,8000.0,299,206,730,41727,10623,615,0.0,730,184.0,0,0,0,2009.0,1000.0,6.2,2.35,0
775,0,354,49.0,94.0,80.0,230.0,520,1000.0,197,324,731,10883,2151,616,2.0,731,73.0,0,0,1,1999.0,417.0,4.9,1.85,448
776,0,279,161.0,107.0,69.0,206.0,521,310.0,22,325,732,42144,1352,617,0.0,732,213.0,0,0,0,2006.0,219.0,6.1,2.35,690
777,0,355,156.0,91.0,2.0,480.0,113,12000.0,42,130,733,41259,22668,618,1.0,733,72.0,0,10,1,2009.0,10000.0,6.1,2.35,0
778,0,356,172.0,116.0,53.0,906.0,522,27000.0,17,3,734,58450,31224,619,0.0,734,842.0,0,0,0,2002.0,1000.0,6.4,2.35,0
779,0,357,161.0,100.0,0.0,210.0,523,436.0,300,326,735,76560,1395,620,1.0,735,322.0,0,0,0,2003.0,399.0,6.3,1.85,0
781,0,29,258.0,117.0,258.0,896.0,47,2000.0,164,327,736,75201,7053,615,1.0,736,256.0,0,1,3,2010.0,1000.0,6.6,2.35,0
782,0,168,95.0,110.0,0.0,308.0,524,510.0,301,328,737,19176,1976,621,0.0,737,165.0,0,1,3,1997.0,344.0,5.7,2.35,956
783,0,353,105.0,96.0,11000.0,236.0,525,22000.0,67,148,738,69319,22889,622,1.0,738,138.0,0,0,3,2002.0,394.0,5.9,1.85,846
784,0,342,198.0,101.0,50.0,1000.0,526,22000.0,181,148,739,73368,38809,623,2.0,739,248.0,0,0,3,2008.0,14000.0,6.0,2.35,0
785,0,358,79.0,111.0,17.0,652.0,453,13000.0,27,95,740,54314,16536,624,1.0,740,127.0,0,0,3,1998.0,968.0,6.1,2.35,0
786,0,92,210.0,117.0,456.0,569.0,254,21000.0,302,20,741,44099,23745,625,0.0,741,143.0,0,1,0,2009.0,939.0,6.7,2.35,0
787,0,334,125.0,126.0,0.0,9000.0,527,13000.0,303,104,742,45296,34774,205,3.0,742,267.0,0,0,0,2000.0,10000.0,6.7,1.85,0
788,0,280,149.0,152.0,488.0,947.0,244,22000.0,304,89,743,207287,36897,626,1.0,743,822.0,0,0,3,2000.0,11000.0,7.9,1.85,15000
790,0,94,77.0,101.0,93.0,218.0,528,287.0,250,329,744,51349,993,627,2.0,744,213.0,0,0,0,2005.0,233.0,4.3,2.35,0
791,0,359,225.0,87.0,124.0,77.0,529,865.0,305,330,745,97089,1417,628,0.0,745,233.0,0,0,0,2011.0,441.0,5.7,2.35,20000
792,0,360,98.0,85.0,0.0,82.0,530,11000.0,306,71,746,36144,11301,629,0.0,746,91.0,0,0,1,2003.0,102.0,6.7,1.66,880
793,0,206,172.0,130.0,545.0,552.0,531,722.0,307,331,747,120416,2525,525,0.0,747,857.0,0,1,3,1997.0,585.0,6.7,2.35,10000
794,0,7,703.0,173.0,0.0,19000.0,7,26000.0,4,7,16,995415,87697,7,3.0,16,1722.0,0,0,0,2012.0,21000.0,8.1,1.85,123000
795,0,49,117.0,104.0,293.0,256.0,532,780.0,308,145,748,31788,2109,123,0.0,748,243.0,0,0,0,2002.0,265.0,6.1,2.35,0
796,0,199,240.0,121.0,0.0,854.0,533,19000.0,164,57,749,63363,22833,630,0.0,749,644.0,0,5,3,2006.0,972.0,5.6,2.35,0
797,1,361,123.0,140.0,23.0,579.0,30,11000.0,309,172,750,35565,12634,631,1.0,750,247.0,0,1,0,2006.0,779.0,6.6,2.35,2000
798,0,362,110.0,131.0,37.0,507.0,56,968.0,62,332,751,57100,3012,632,3.0,751,281.0,0,0,3,2001.0,848.0,6.9,2.35,0
799,0,363,100.0,91.0,394.0,68.0,534,889.0,307,333,752,14596,1262,633,0.0,752,282.0,0,0,0,2000.0,290.0,4.8,2.35,589
800,0,364,189.0,118.0,167.0,778.0,19,20000.0,310,334,753,41288,22447,634,0.0,753,126.0,0,0,0,2014.0,882.0,6.2,2.35,17000
801,0,365,212.0,130.0,91.0,1000.0,535,5000.0,311,14,754,107028,10247,635,3.0,754,457.0,0,0,0,2013.0,2000.0,6.0,2.35,44000
802,0,338,127.0,90.0,48.0,196.0,536,973.0,312,335,755,31640,1865,636,1.0,755,109.0,0,0,1,2008.0,400.0,4.9,1.85,791
803,0,366,196.0,103.0,179.0,87.0,537,794.0,313,336,756,44966,1467,637,2.0,756,411.0,0,0,0,2005.0,329.0,5.6,2.35,0
804,0,80,115.0,122.0,2000.0,1000.0,538,11000.0,191,69,757,35599,15275,638,0.0,757,195.0,0,0,0,1999.0,1000.0,6.1,1.85,641
805,0,367,161.0,106.0,34.0,466.0,539,3000.0,14,223,758,60232,5329,639,3.0,758,110.0,0,5,1,2008.0,1000.0,6.1,2.35,0
